parcelle_id,date,culture,rendement_estime,rendement_final,progression
P008,2022-09-30,Tournesol,3.84,3.9155897270064894,100.0
P008,2022-10-31,Tournesol,3.16,3.9155897270064894,100.0
P008,2022-11-30,Tournesol,3.78,3.9155897270064894,100.0
P008,2022-12-31,Tournesol,4.3,3.9155897270064894,100.0
P008,2023-01-31,Tournesol,4.12,3.9155897270064894,100.0
P008,2023-02-28,Tournesol,4.43,3.9155897270064894,100.0
P008,2023-03-31,Tournesol,4.25,3.9155897270064894,100.0
P008,2023-04-30,Mais,0.0,3.9393172466116853,0.0
P008,2023-05-31,Mais,1.37,3.963044766216881,17.2
P008,2023-06-30,Mais,2.82,3.986772285822077,33.9
P008,2023-07-31,Mais,4.2,4.010499805427273,51.1
P008,2023-08-31,Mais,4.86,4.034227325032469,68.3
P008,2023-09-30,Mais,5.64,4.057954844637664,85.0
P008,2023-10-31,Ble,0.0,4.081682364242861,0.0
P008,2023-11-30,Ble,0.47,4.105409883848056,12.5
P008,2023-12-31,Ble,0.98,4.129137403453252,25.4
P008,2024-01-31,Ble,1.76,4.1528649230584485,38.3
P008,2024-02-29,Ble,2.3,4.176592442663644,50.4
P008,2024-03-31,Mais,0.0,4.20031996226884,0.0
P008,2024-04-30,Mais,0.0,4.2240474818740354,0.0
P008,2024-05-31,Mais,2.06,4.247775001479232,17.2
P008,2024-06-30,Mais,3.42,4.271502521084427,33.9
P008,2024-07-31,Mais,5.75,4.295230040689623,51.1
P008,2024-08-31,Mais,6.41,4.31895756029482,68.3
P008,2024-09-30,Mais,8.23,4.342685079900015,85.0
P008,2024-10-31,Mais,0.0,4.366412599505211,0.0
P008,2024-11-30,Mais,1.18,4.390140119110407,16.7
P008,2024-12-31,Mais,2.52,4.413867638715603,33.9
P009,2020-01-31,Tournesol,0.0,4.437595158320798,0.0
P009,2020-02-29,Tournesol,0.57,4.4613226779259945,19.3
P009,2020-03-31,Ble,0.0,4.485050197531191,0.0
P009,2020-04-30,Ble,0.66,4.508777717136386,12.5
P009,2020-05-31,Ble,1.19,4.532505236741582,25.4
P009,2020-06-30,Ble,1.87,4.556232756346778,37.9
P009,2020-07-31,Ble,2.51,4.579960275951974,50.8
P009,2020-08-31,Ble,3.01,4.603687795557169,63.7
P009,2020-09-30,Ble,2.97,4.627415315162366,76.2
P009,2020-10-31,Ble,3.91,4.651142834767562,89.2
P009,2020-11-30,Ble,4.6,4.674870354372757,100.0
P009,2020-12-31,Ble,5.2,4.674870354372757,100.0
P009,2021-01-31,Ble,4.53,4.674870354372757,100.0
P009,2021-02-28,Ble,5.24,4.674870354372757,100.0
P009,2021-03-31,Mais,0.0,4.4869304717027285,0.0
P009,2021-04-30,Tournesol,0.0,4.2989905890327,0.0
P009,2021-05-31,Tournesol,0.72,4.111050706362671,20.7
P009,2021-06-30,Tournesol,1.45,3.9231108236926424,40.7
P009,2021-07-31,Tournesol,2.15,3.7351709410226137,61.3
P009,2021-08-31,Tournesol,2.39,3.5472310583525846,82.0
P009,2021-09-30,Tournesol,2.83,3.359291175682556,100.0
P009,2021-10-31,Ble,0.0,3.779675335656611,0.0
P009,2021-11-30,Ble,0.87,4.200059495630667,12.5
P009,2021-12-31,Ble,1.96,4.6204436556047215,25.4
P009,2022-01-31,Ble,3.02,5.040827815578777,38.3
P009,2022-02-28,Ble,3.89,5.461211975552832,50.0
P009,2022-03-31,Ble,4.97,5.8815961355268875,62.9
P009,2022-04-30,Mais,0.0,6.301980295500943,0.0
P009,2022-05-31,Mais,1.66,6.722364455474998,17.2
P009,2022-06-30,Mais,2.77,7.142748615449053,33.9
P009,2022-07-31,Mais,4.22,7.563132775423108,51.1
P009,2022-08-31,Mais,5.17,7.983516935397164,68.3
P009,2022-09-30,Mais,6.7,8.40390109537122,85.0
P009,2022-10-31,Mais,7.44,8.824285255345274,100.0
P009,2022-11-30,Mais,8.04,8.824285255345274,100.0
P009,2022-12-31,Mais,8.57,8.824285255345274,100.0
P009,2023-01-31,Mais,8.75,8.824285255345274,100.0
P009,2023-02-28,Mais,8.46,8.824285255345274,100.0
P009,2023-03-31,Mais,9.33,8.824285255345274,100.0
P009,2023-04-30,Ble,0.0,8.44921835434259,0.0
P009,2023-05-31,Ble,1.0,8.074151453339905,12.9
P009,2023-06-30,Ble,1.88,7.69908455233722,25.4
P009,2023-07-31,Ble,2.7,7.324017651334536,38.3
P009,2023-08-31,Ble,3.63,6.948950750331852,51.2
P009,2023-09-30,Ble,3.95,6.573883849329168,63.7
P009,2023-10-31,Ble,0.0,6.198816948326484,0.0
P009,2023-11-30,Ble,0.84,5.8237500473237995,12.5
P009,2023-12-31,Ble,1.7,5.448683146321115,25.4
P009,2024-01-31,Ble,2.73,5.073616245318431,38.3
P009,2024-02-29,Ble,3.38,4.6985493443157464,50.4
P009,2024-03-31,Ble,4.91,4.323482443313063,63.3
P009,2024-04-30,Tournesol,0.0,3.9484155423103786,0.0
P009,2024-05-31,Tournesol,0.44,3.5733486413076943,20.7
P009,2024-06-30,Tournesol,0.86,3.19828174030501,40.7
P009,2024-07-31,Tournesol,1.25,2.8232148393023255,61.3
P009,2024-08-31,Tournesol,1.64,2.448147938299641,82.0
P009,2024-09-30,Tournesol,1.75,2.0730810372969573,100.0
P009,2024-10-31,Ble,0.0,2.39405778927822,0.0
P009,2024-11-30,Ble,0.73,2.7150345412594836,12.5
P009,2024-12-31,Ble,1.43,3.0360112932407466,25.4
P010,2020-01-31,Ble,0.0,3.3569880452220096,0.0
P010,2020-02-29,Ble,0.89,3.6779647972032725,12.1
P010,2020-03-31,Tournesol,0.0,3.9989415491845355,0.0
P010,2020-04-30,Ble,0.0,4.319918301165799,0.0
P010,2020-05-31,Ble,0.94,4.640895053147062,12.9
P010,2020-06-30,Ble,1.77,4.961871805128325,25.4
P010,2020-07-31,Ble,2.51,5.282848557109588,38.3
P010,2020-08-31,Ble,2.91,5.603825309090851,51.2
P010,2020-09-30,Ble,3.78,5.924802061072114,63.7
P010,2020-10-31,Ble,4.91,6.245778813053377,76.7
P010,2020-11-30,Ble,6.06,6.56675556503464,89.2
P010,2020-12-31,Ble,6.96,6.887732317015904,100.0
P010,2021-01-31,Ble,7.08,6.887732317015904,100.0
P010,2021-02-28,Ble,7.83,6.887732317015904,100.0
P010,2021-03-31,Mais,0.0,6.653144633828766,0.0
P010,2021-04-30,Mais,0.0,6.418556950641628,0.0
P010,2021-05-31,Mais,1.92,6.18396926745449,17.2
P010,2021-06-30,Mais,3.47,5.949381584267352,33.9
P010,2021-07-31,Mais,4.77,5.714793901080214,51.1
P010,2021-08-31,Mais,6.83,5.480206217893076,68.3
P010,2021-09-30,Mais,7.35,5.2456185347059385,85.0
P010,2021-10-31,Mais,0.0,5.0110308515188,0.0
P010,2021-11-30,Mais,1.28,4.776443168331662,16.7
P010,2021-12-31,Mais,2.55,4.5418554851445245,33.9
P010,2022-01-31,Mais,4.11,4.307267801957386,51.1
P010,2022-02-28,Mais,6.28,4.072680118770249,66.7
P010,2022-03-31,Mais,7.27,3.8380924355831105,83.9
P010,2022-04-30,Tournesol,0.0,3.6035047523959722,0.0
P010,2022-05-31,Tournesol,0.51,3.3689170692088344,20.7
P010,2022-06-30,Tournesol,1.07,3.1343293860216965,40.7
P010,2022-07-31,Tournesol,1.39,2.8997417028345587,61.3
P010,2022-08-31,Tournesol,1.88,2.665154019647421,82.0
P010,2022-09-30,Tournesol,2.2,2.4305663364602825,100.0
P010,2022-10-31,Mais,0.0,2.9895155943518983,0.0
P010,2022-11-30,Mais,1.37,3.548464852243514,16.7
P010,2022-12-31,Mais,2.97,4.10741411013513,33.9
P010,2023-01-31,Mais,5.01,4.666363368026746,51.1
P010,2023-02-28,Mais,6.6,5.225312625918361,66.7
P010,2023-03-31,Mais,0.0,5.784261883809977,0.0
P010,2023-04-30,Mais,1.71,6.343211141701593,16.7
P010,2023-05-31,Mais,3.1,6.902160399593209,33.9
P010,2023-06-30,Mais,4.91,7.461109657484824,50.6
P010,2023-07-31,Mais,5.81,8.02005891537644,67.8
P010,2023-08-31,Mais,7.31,8.579008173268056,85.0
P010,2023-09-30,Mais,7.8,9.137957431159672,100.0
P010,2023-10-31,Tournesol,0.0,8.681571903018392,0.0
P010,2023-11-30,Tournesol,0.39,8.225186374877113,20.0
P010,2023-12-31,Tournesol,0.83,7.768800846735835,40.7
P010,2024-01-31,Tournesol,1.43,7.312415318594556,61.3
P010,2024-02-29,Tournesol,1.81,6.856029790453277,80.7
P010,2024-03-31,Mais,0.0,6.399644262311998,0.0
P010,2024-04-30,Tournesol,0.0,5.943258734170719,0.0
P010,2024-05-31,Tournesol,0.79,5.48687320602944,20.7
P010,2024-06-30,Tournesol,1.41,5.0304876778881615,40.7
P010,2024-07-31,Tournesol,2.16,4.574102149746882,61.3
P010,2024-08-31,Tournesol,2.64,4.117716621605603,82.0
P010,2024-09-30,Tournesol,3.48,3.661331093464325,100.0
P010,2024-10-31,Ble,0.0,3.5211365340239555,0.0
P010,2024-11-30,Ble,0.81,3.380941974583586,12.5
P010,2024-12-31,Ble,1.81,3.2407474151432165,25.4
P011,2020-01-31,Tournesol,0.0,3.1005528557028468,0.0
P011,2020-02-29,Tournesol,0.44,2.9603582962624775,19.3
P011,2020-03-31,Tournesol,0.0,2.820163736822108,0.0
P011,2020-04-30,Tournesol,0.49,2.6799691773817385,20.0
P011,2020-05-31,Tournesol,0.87,2.539774617941369,40.7
P011,2020-06-30,Tournesol,1.15,2.399580058501,60.7
P011,2020-07-31,Tournesol,1.65,2.25938549906063,81.3
P011,2020-08-31,Tournesol,1.89,2.119190939620261,100.0
P011,2020-09-30,Tournesol,1.69,2.119190939620261,100.0
P011,2020-10-31,Tournesol,1.76,2.119190939620261,100.0
P011,2020-11-30,Tournesol,1.77,2.119190939620261,100.0
P011,2020-12-31,Tournesol,2.11,2.119190939620261,100.0
P011,2021-01-31,Tournesol,2.13,2.119190939620261,100.0
P011,2021-02-28,Tournesol,2.44,2.119190939620261,100.0
P011,2021-03-31,Mais,0.0,2.8259775944573486,0.0
P011,2021-04-30,Mais,1.28,3.532764249294437,16.7
P011,2021-05-31,Mais,2.86,4.239550904131525,33.9
P011,2021-06-30,Mais,4.07,4.9463375589686125,50.6
P011,2021-07-31,Mais,4.36,5.6531242138057,67.8
P011,2021-08-31,Mais,5.59,6.359910868642789,85.0
P011,2021-09-30,Mais,6.67,7.066697523479876,100.0
P011,2021-10-31,Ble,0.0,6.9014002167780415,0.0
P011,2021-11-30,Ble,0.6,6.736102910076207,12.5
P011,2021-12-31,Ble,1.23,6.570805603374373,25.4
P011,2022-01-31,Ble,1.85,6.405508296672538,38.3
P011,2022-02-28,Ble,2.3,6.240210989970704,50.0
P011,2022-03-31,Ble,3.27,6.0749136832688695,62.9
P011,2022-04-30,Ble,0.0,5.909616376567035,0.0
P011,2022-05-31,Ble,0.66,5.744319069865201,12.9
P011,2022-06-30,Ble,1.15,5.579021763163366,25.4
P011,2022-07-31,Ble,1.66,5.413724456461532,38.3
P011,2022-08-31,Ble,2.23,5.248427149759698,51.2
P011,2022-09-30,Ble,2.73,5.083129843057864,63.7
P011,2022-10-31,Ble,2.9,4.91783253635603,76.7
P011,2022-11-30,Ble,3.94,4.752535229654195,89.2
P011,2022-12-31,Ble,4.69,4.587237922952361,100.0
P011,2023-01-31,Ble,4.64,4.587237922952361,100.0
P011,2023-02-28,Ble,5.07,4.587237922952361,100.0
P011,2023-03-31,Ble,5.07,4.587237922952361,100.0
P011,2023-04-30,Ble,0.0,4.585583152448738,0.0
P011,2023-05-31,Ble,0.81,4.583928381945115,12.9
P011,2023-06-30,Ble,1.52,4.582273611441493,25.4
P011,2023-07-31,Ble,2.12,4.58061884093787,38.3
P011,2023-08-31,Ble,2.72,4.578964070434247,51.2
P011,2023-09-30,Ble,3.2,4.577309299930624,63.7
P011,2023-10-31,Mais,0.0,4.575654529427002,0.0
P011,2023-11-30,Mais,1.94,4.573999758923379,16.7
P011,2023-12-31,Mais,3.79,4.572344988419756,33.9
P011,2024-01-31,Mais,6.03,4.570690217916133,51.1
P011,2024-02-29,Mais,8.05,4.569035447412511,67.2
P011,2024-03-31,Tournesol,0.0,4.567380676908888,0.0
P011,2024-04-30,Ble,0.0,4.565725906405265,0.0
P011,2024-05-31,Ble,0.66,4.564071135901642,12.9
P011,2024-06-30,Ble,1.14,4.56241636539802,25.4
P011,2024-07-31,Ble,1.7,4.560761594894397,38.3
P011,2024-08-31,Ble,2.07,4.559106824390774,51.2
P011,2024-09-30,Ble,2.54,4.557452053887151,63.7
P011,2024-10-31,Ble,0.0,4.555797283383529,0.0
P011,2024-11-30,Ble,0.63,4.554142512879906,12.5
P011,2024-12-31,Ble,1.3,4.552487742376283,25.4
P012,2020-01-31,Ble,0.0,4.55083297187266,0.0
P012,2020-02-29,Ble,0.73,4.549178201369038,12.1
P012,2020-03-31,Tournesol,0.0,4.547523430865415,0.0
P012,2020-04-30,Ble,0.0,4.545868660361792,0.0
P012,2020-05-31,Ble,0.6,4.544213889858169,12.9
P012,2020-06-30,Ble,1.14,4.542559119354547,25.4
P012,2020-07-31,Ble,1.66,4.540904348850924,38.3
P012,2020-08-31,Ble,2.07,4.5392495783473015,51.2
P012,2020-09-30,Ble,2.59,4.5375948078436785,63.7
P012,2020-10-31,Ble,3.16,4.5359400373400565,76.7
P012,2020-11-30,Ble,3.82,4.5342852668364335,89.2
P012,2020-12-31,Ble,4.52,4.532630496332811,100.0
P012,2021-01-31,Ble,5.02,4.532630496332811,100.0
P012,2021-02-28,Ble,4.82,4.532630496332811,100.0
P012,2021-03-31,Ble,5.29,4.532630496332811,100.0
P012,2021-04-30,Tournesol,0.0,4.125744799332727,0.0
P012,2021-05-31,Tournesol,0.48,3.7188591023326434,20.7
P012,2021-06-30,Tournesol,0.9,3.3119734053325596,40.7
P012,2021-07-31,Tournesol,1.21,2.905087708332476,61.3
P012,2021-08-31,Tournesol,1.57,2.498202011332393,82.0
P012,2021-09-30,Tournesol,1.84,2.091316314332309,100.0
P012,2021-10-31,Tournesol,2.08,2.091316314332309,100.0
P012,2021-11-30,Tournesol,2.0,2.091316314332309,100.0
P012,2021-12-31,Tournesol,2.21,2.091316314332309,100.0
P012,2022-01-31,Tournesol,2.32,2.091316314332309,100.0
P012,2022-02-28,Tournesol,2.38,2.091316314332309,100.0
P012,2022-03-31,Mais,0.0,3.438255805648337,0.0
P012,2022-04-30,Mais,2.11,4.785195296964365,16.7
P012,2022-05-31,Mais,4.34,6.132134788280393,33.9
P012,2022-06-30,Mais,6.2,7.479074279596421,50.6
P012,2022-07-31,Mais,7.24,8.826013770912448,67.8
P012,2022-08-31,Mais,9.01,10.172953262228477,85.0
P012,2022-09-30,Mais,10.61,11.519892753544504,100.0
P012,2022-10-31,Ble,0.0,11.155063828357768,0.0
P012,2022-11-30,Ble,0.91,10.790234903171033,12.5
P012,2022-12-31,Ble,2.05,10.425405977984298,25.4
P012,2023-01-31,Ble,2.97,10.06057705279756,38.3
P012,2023-02-28,Ble,4.14,9.695748127610825,50.0
P012,2023-03-31,Ble,5.22,9.33091920242409,62.9
P012,2023-04-30,Mais,0.0,8.966090277237354,0.0
P012,2023-05-31,Mais,1.9,8.601261352050617,17.2
P012,2023-06-30,Mais,3.92,8.236432426863882,33.9
P012,2023-07-31,Mais,5.16,7.871603501677146,51.1
P012,2023-08-31,Mais,6.75,7.506774576490411,68.3
P012,2023-09-30,Mais,8.09,7.141945651303676,85.0
P012,2023-10-31,Tournesol,0.0,6.777116726116939,0.0
P012,2023-11-30,Tournesol,0.62,6.412287800930204,20.0
P012,2023-12-31,Tournesol,1.18,6.047458875743468,40.7
P012,2024-01-31,Tournesol,1.75,5.682629950556732,61.3
P012,2024-02-29,Tournesol,2.65,5.317801025369997,80.7
P012,2024-03-31,Tournesol,0.0,4.952972100183261,0.0
P012,2024-04-30,Tournesol,0.68,4.588143174996525,20.0
P012,2024-05-31,Tournesol,1.26,4.223314249809789,40.7
P012,2024-06-30,Tournesol,1.75,3.8584853246230537,60.7
P012,2024-07-31,Tournesol,2.28,3.4936563994363183,81.3
P012,2024-08-31,Tournesol,3.07,3.128827474249583,100.0
P012,2024-09-30,Tournesol,2.7,3.128827474249583,100.0
P012,2024-10-31,Tournesol,0.0,3.8262298012405154,0.0
P012,2024-11-30,Tournesol,0.74,4.523632128231448,20.0
P012,2024-12-31,Tournesol,1.56,5.22103445522238,40.7
P013,2020-01-31,Mais,0.0,5.918436782213313,0.0
P013,2020-02-29,Mais,1.91,6.615839109204245,16.1
P013,2020-03-31,Mais,0.0,7.313241436195177,0.0
P013,2020-04-30,Mais,1.99,8.01064376318611,16.7
P013,2020-05-31,Mais,4.37,8.708046090177042,33.9
P013,2020-06-30,Mais,5.92,9.405448417167975,50.6
P013,2020-07-31,Mais,7.46,10.102850744158907,67.8
P013,2020-08-31,Mais,8.87,10.80025307114984,85.0
P013,2020-09-30,Mais,10.05,11.497655398140772,100.0
P013,2020-10-31,Mais,10.29,11.497655398140772,100.0
P013,2020-11-30,Mais,11.35,11.497655398140772,100.0
P013,2020-12-31,Mais,11.25,11.497655398140772,100.0
P013,2021-01-31,Mais,11.35,11.497655398140772,100.0
P013,2021-02-28,Mais,13.17,11.497655398140772,100.0
P013,2021-03-31,Mais,13.19,11.497655398140772,100.0
P013,2021-04-30,Mais,0.0,11.070754308397179,0.0
P013,2021-05-31,Mais,1.54,10.643853218653586,17.2
P013,2021-06-30,Mais,3.1,10.216952128909995,33.9
P013,2021-07-31,Mais,4.5,9.790051039166402,51.1
P013,2021-08-31,Mais,5.77,9.363149949422809,68.3
P013,2021-09-30,Mais,7.0,8.936248859679216,85.0
P013,2021-10-31,Ble,0.0,8.509347769935623,0.0
P013,2021-11-30,Ble,0.77,8.082446680192032,12.5
P013,2021-12-31,Ble,1.57,7.655545590448439,25.4
P013,2022-01-31,Ble,2.5,7.228644500704846,38.3
P013,2022-02-28,Ble,3.52,6.801743410961254,50.0
P013,2022-03-31,Ble,4.36,6.374842321217661,62.9
P013,2022-04-30,Tournesol,0.0,5.9479412314740685,0.0
P013,2022-05-31,Tournesol,0.86,5.5210401417304755,20.7
P013,2022-06-30,Tournesol,1.69,5.094139051986883,40.7
P013,2022-07-31,Tournesol,2.17,4.6672379622432905,61.3
P013,2022-08-31,Tournesol,2.89,4.2403368724996975,82.0
P013,2022-09-30,Tournesol,3.47,3.8134357827561054,100.0
P013,2022-10-31,Tournesol,3.51,3.8134357827561054,100.0
P013,2022-11-30,Tournesol,3.29,3.8134357827561054,100.0
P013,2022-12-31,Tournesol,3.78,3.8134357827561054,100.0
P013,2023-01-31,Tournesol,3.84,3.8134357827561054,100.0
P013,2023-02-28,Tournesol,4.0,3.8134357827561054,100.0
P013,2023-03-31,Tournesol,0.0,4.066002743221742,0.0
P013,2023-04-30,Ble,0.0,4.318569703687379,0.0
P013,2023-05-31,Ble,1.0,4.571136664153016,12.9
P013,2023-06-30,Ble,1.75,4.823703624618653,25.4
P013,2023-07-31,Ble,2.73,5.0762705850842895,38.3
P013,2023-08-31,Ble,3.19,5.328837545549926,51.2
P013,2023-09-30,Ble,4.06,5.581404506015563,63.7
P013,2023-10-31,Ble,0.0,5.8339714664812,0.0
P013,2023-11-30,Ble,0.92,6.086538426946836,12.5
P013,2023-12-31,Ble,1.98,6.339105387412474,25.4
P013,2024-01-31,Ble,3.01,6.59167234787811,38.3
P013,2024-02-29,Ble,4.25,6.844239308343747,50.4
P013,2024-03-31,Ble,0.0,7.0968062688093845,0.0
P013,2024-04-30,Ble,0.0,7.34937322927502,0.0
P013,2024-05-31,Ble,0.68,7.601940189740658,12.9
P013,2024-06-30,Ble,1.13,7.854507150206294,25.4
P013,2024-07-31,Ble,1.77,8.107074110671931,38.3
P013,2024-08-31,Ble,2.21,8.359641071137567,51.2
P013,2024-09-30,Ble,2.72,8.612208031603206,63.7
P013,2024-10-31,Mais,0.0,8.864774992068842,0.0
P013,2024-11-30,Mais,1.58,9.117341952534478,16.7
P013,2024-12-31,Mais,3.14,9.369908913000115,33.9
P014,2020-01-31,Mais,0.0,9.622475873465753,0.0
P014,2020-02-29,Mais,1.59,9.875042833931388,16.1
P014,2020-03-31,Mais,0.0,10.127609794397026,0.0
P014,2020-04-30,Mais,2.1,10.380176754862664,16.7
P014,2020-05-31,Mais,4.19,10.6327437153283,33.9
P014,2020-06-30,Mais,5.57,10.885310675793935,50.6
P014,2020-07-31,Mais,7.35,11.137877636259573,67.8
P014,2020-08-31,Mais,8.4,11.39044459672521,85.0
P014,2020-09-30,Mais,10.37,11.643011557190846,100.0
P014,2020-10-31,Ble,0.0,11.159780628413861,0.0
P014,2020-11-30,Ble,0.61,10.676549699636874,12.5
P014,2020-12-31,Ble,1.5,10.19331877085989,25.4
P014,2021-01-31,Ble,2.01,9.710087842082904,38.3
P014,2021-02-28,Ble,3.11,9.22685691330592,50.0
P014,2021-03-31,Ble,3.77,8.743625984528933,62.9
P014,2021-04-30,Ble,0.0,8.260395055751948,0.0
P014,2021-05-31,Ble,0.66,7.777164126974963,12.9
P014,2021-06-30,Ble,1.22,7.293933198197977,25.4
P014,2021-07-31,Ble,1.79,6.810702269420991,38.3
P014,2021-08-31,Ble,2.4,6.327471340644006,51.2
P014,2021-09-30,Ble,2.85,5.844240411867021,63.7
P014,2021-10-31,Tournesol,0.0,5.361009483090036,0.0
P014,2021-11-30,Tournesol,0.59,4.87777855431305,20.0
P014,2021-12-31,Tournesol,1.17,4.394547625536065,40.7
P014,2022-01-31,Tournesol,1.87,3.911316696759079,61.3
P014,2022-02-28,Tournesol,2.56,3.4280857679820933,80.0
P014,2022-03-31,Tournesol,3.09,2.944854839205108,100.0
P014,2022-04-30,Ble,0.0,3.4766284546428894,0.0
P014,2022-05-31,Ble,1.05,4.00840207008067,12.9
P014,2022-06-30,Ble,1.96,4.540175685518452,25.4
P014,2022-07-31,Ble,2.85,5.071949300956233,38.3
P014,2022-08-31,Ble,3.72,5.603722916394014,51.2
P014,2022-09-30,Ble,4.9,6.135496531831796,63.7
P014,2022-10-31,Ble,5.66,6.667270147269577,76.7
P014,2022-11-30,Ble,6.81,7.199043762707358,89.2
P014,2022-12-31,Ble,7.84,7.730817378145139,100.0
P014,2023-01-31,Ble,7.9,7.730817378145139,100.0
P014,2023-02-28,Ble,8.44,7.730817378145139,100.0
P014,2023-03-31,Ble,8.1,7.730817378145139,100.0
P014,2023-04-30,Mais,0.0,7.931251870163352,0.0
P014,2023-05-31,Mais,1.78,8.131686362181565,17.2
P014,2023-06-30,Mais,2.89,8.332120854199777,33.9
P014,2023-07-31,Mais,4.59,8.53255534621799,51.1
P014,2023-08-31,Mais,5.55,8.732989838236204,68.3
P014,2023-09-30,Mais,6.47,8.933424330254416,85.0
P014,2023-10-31,Mais,8.24,9.133858822272629,100.0
P014,2023-11-30,Mais,8.54,9.133858822272629,100.0
P014,2023-12-31,Mais,9.57,9.133858822272629,100.0
P014,2024-01-31,Mais,9.28,9.133858822272629,100.0
P014,2024-02-29,Mais,10.14,9.133858822272629,100.0
P014,2024-03-31,Mais,0.0,9.38258703402416,0.0
P014,2024-04-30,Mais,1.96,9.631315245775692,16.7
P014,2024-05-31,Mais,3.83,9.880043457527224,33.9
P014,2024-06-30,Mais,5.13,10.128771669278757,50.6
P014,2024-07-31,Mais,7.01,10.377499881030289,67.8
P014,2024-08-31,Mais,7.91,10.62622809278182,85.0
P014,2024-09-30,Mais,9.15,10.874956304533352,100.0
P014,2024-10-31,Mais,10.18,10.874956304533352,100.0
P014,2024-11-30,Mais,10.16,10.874956304533352,100.0
P014,2024-12-31,Mais,11.49,10.874956304533352,100.0
P015,2020-01-31,Ble,0.0,10.014256643163913,0.0
P015,2020-02-29,Ble,0.98,9.153556981794473,12.1
P015,2020-03-31,Ble,0.0,8.292857320425032,0.0
P015,2020-04-30,Tournesol,0.0,7.4321576590555924,0.0
P015,2020-05-31,Tournesol,0.67,6.571457997686153,20.7
P015,2020-06-30,Tournesol,1.33,5.7107583363167125,40.7
P015,2020-07-31,Tournesol,1.88,4.850058674947272,61.3
P015,2020-08-31,Tournesol,2.38,3.9893590135778325,82.0
P015,2020-09-30,Tournesol,2.59,3.1286593522083934,100.0
P015,2020-10-31,Ble,0.0,3.6505127840024074,0.0
P015,2020-11-30,Ble,0.72,4.172366215796421,12.5
P015,2020-12-31,Ble,1.45,4.694219647590435,25.4
P015,2021-01-31,Ble,2.2,5.216073079384449,38.3
P015,2021-02-28,Ble,3.05,5.737926511178463,50.0
P015,2021-03-31,Mais,0.0,6.259779942972477,0.0
P015,2021-04-30,Mais,1.65,6.781633374766491,16.7
P015,2021-05-31,Mais,3.28,7.303486806560505,33.9
P015,2021-06-30,Mais,4.75,7.825340238354519,50.6
P015,2021-07-31,Mais,7.1,8.347193670148533,67.8
P015,2021-08-31,Mais,7.49,8.869047101942547,85.0
P015,2021-09-30,Mais,8.41,9.39090053373656,100.0
P015,2021-10-31,Tournesol,0.0,8.832075603678222,0.0
P015,2021-11-30,Tournesol,0.67,8.273250673619886,20.0
P015,2021-12-31,Tournesol,1.59,7.714425743561549,40.7
P015,2022-01-31,Tournesol,2.48,7.155600813503211,61.3
P015,2022-02-28,Tournesol,3.74,6.596775883444875,80.0
P015,2022-03-31,Mais,0.0,6.037950953386538,0.0
P015,2022-04-30,Tournesol,0.0,5.479126023328201,0.0
P015,2022-05-31,Tournesol,0.59,4.920301093269864,20.7
P015,2022-06-30,Tournesol,1.14,4.3614761632115275,40.7
P015,2022-07-31,Tournesol,1.58,3.80265123315319,61.3
P015,2022-08-31,Tournesol,1.93,3.2438263030948535,82.0
P015,2022-09-30,Tournesol,2.36,2.685001373036517,100.0
P015,2022-10-31,Ble,0.0,2.9150506112976413,0.0
P015,2022-11-30,Ble,0.58,3.1450998495587656,12.5
P015,2022-12-31,Ble,1.15,3.3751490878198904,25.4
P015,2023-01-31,Ble,2.0,3.6051983260810143,38.3
P015,2023-02-28,Ble,2.75,3.835247564342139,50.0
P015,2023-03-31,Ble,3.45,4.065296802603264,62.9
P015,2023-04-30,Ble,3.57,4.295346040864388,75.4
P015,2023-05-31,Ble,4.44,4.525395279125512,88.3
P015,2023-06-30,Ble,4.53,4.755444517386636,100.0
P015,2023-07-31,Ble,4.87,4.755444517386636,100.0
P015,2023-08-31,Ble,4.44,4.755444517386636,100.0
P015,2023-09-30,Ble,4.4,4.755444517386636,100.0
P015,2023-10-31,Ble,0.0,4.53739316328842,0.0
P015,2023-11-30,Ble,0.68,4.319341809190203,12.5
P015,2023-12-31,Ble,1.47,4.101290455091987,25.4
P015,2024-01-31,Ble,2.18,3.8832391009937703,38.3
P015,2024-02-29,Ble,3.14,3.665187746895554,50.4
P015,2024-03-31,Ble,3.62,3.4471363927973373,63.3
P015,2024-04-30,Tournesol,0.0,3.229085038699121,0.0
P015,2024-05-31,Tournesol,0.47,3.0110336846009043,20.7
P015,2024-06-30,Tournesol,0.95,2.7929823305026877,40.7
P015,2024-07-31,Tournesol,1.29,2.574930976404471,61.3
P015,2024-08-31,Tournesol,1.59,2.3568796223062547,82.0
P015,2024-09-30,Tournesol,2.04,2.138828268208038,100.0
P015,2024-10-31,Mais,0.0,2.164985816582793,0.0
P015,2024-11-30,Mais,1.26,2.1911433649575485,16.7
P015,2024-12-31,Mais,2.29,2.2173009133323034,33.9
P016,2020-01-31,Ble,0.0,2.2434584617070588,0.0
P016,2020-02-29,Ble,0.87,2.2696160100818137,12.1
P016,2020-03-31,Ble,1.69,2.295773558456569,25.0
P016,2020-04-30,Mais,0.0,2.321931106831324,0.0
P016,2020-05-31,Mais,2.2,2.3480886552060793,17.2
P016,2020-06-30,Mais,4.03,2.3742462035808343,33.9
